"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","220","Login with valid credentials test","tests","Wed May 07 14:28:34 GMT 2025","passed","Wed May 07 14:28:34 GMT 2025","TestLogin","login_test","",""
